Img name,Layer2 In,Layer2 Out,Layer5 In,Layer5 Out,Layer8 In,Layer8 Out,Layer11 In,Layer11 Out
3652,0.422,0.351,0.112,0.195,0.103,0.27,2.789,4.846
3653,0.255,0.42,0.128,0.169,0.177,0.158,3.98,2.03
3654,0.322,0.322,0.132,0.194,0.11,0.158,1.867,2.716
3655,0.292,0.402,0.185,0.145,0.232,0.201,4.537,3.649
3656,0.299,0.351,0.12,0.155,0.258,0.168,4.834,2.425
3658,0.356,0.344,0.23,0.123,0.191,0.175,5.407,4.984
3659,0.281,0.323,0.225,0.109,0.194,0.133,3.398,3.597
366,0.379,0.222,0.134,0.211,0.093,0.181,3.447,3.567
3661,0.254,0.444,0.146,0.189,0.132,0.158,2.83,1.542
3662,0.402,0.295,0.178,0.156,0.211,0.181,4.549,3.589
3663,0.464,0.276,0.141,0.176,0.126,0.191,3.48,4.757
3664,0.333,0.434,0.175,0.126,0.141,0.199,3.089,3.567
3665,0.393,0.253,0.206,0.171,0.349,0.158,4.597,3.946
3666,0.479,0.24,0.168,0.208,0.176,0.242,2.401,4.379
3669,0.218,0.221,0.186,0.202,0.124,0.184,3.115,2.193
367,0.383,0.242,0.139,0.159,0.129,0.205,3.453,4.347
3672,0.44,0.259,0.081,0.147,0.057,0.178,2.938,3.982
3673,0.391,0.304,0.144,0.14,0.171,0.179,4.592,3.394
3679,0.248,0.273,0.166,0.123,0.141,0.206,3.328,3.343
3680,0.3,0.248,0.154,0.163,0.169,0.204,3.72,3.349
3681,0.352,0.209,0.137,0.151,0.134,0.176,3.412,4.135
3682,0.223,0.304,0.132,0.16,0.151,0.171,3.337,2.963
3683,0.331,0.33,0.148,0.17,0.129,0.167,3.318,3.717
3685,0.375,0.263,0.193,0.165,0.188,0.154,3.942,3.301
3686,0.336,0.34,0.17,0.123,0.17,0.153,4.184,3.235
3687,0.383,0.377,0.143,0.147,0.178,0.166,4.366,2.516
3688,0.334,0.272,0.144,0.117,0.164,0.153,4.537,3.018
369,0.546,0.279,0.046,0.194,0.058,0.189,1.169,4.045
3690,0.239,0.373,0.184,0.153,0.15,0.162,3.133,1.748
3691,0.295,0.29,0.135,0.129,0.151,0.194,4.1,3.527
3694,0.346,0.27,0.167,0.144,0.151,0.212,4.423,3.773
3695,0.305,0.389,0.152,0.136,0.195,0.14,3.857,2.206
3696,0.328,0.291,0.154,0.155,0.192,0.187,3.739,2.272
3697,0.374,0.273,0.161,0.125,0.161,0.259,3.678,2.431
3699,0.318,0.217,0.147,0.157,0.153,0.214,4.636,3.658
370,0.374,0.309,0.14,0.171,0.135,0.215,3.412,4.324
3702,0.26,0.324,0.136,0.206,0.124,0.242,4.041,4.644
3706,0.29,0.323,0.14,0.136,0.154,0.161,4.841,3.164
3709,0.238,0.346,0.161,0.157,0.176,0.158,4.118,2.365
3710,0.348,0.338,0.155,0.194,0.125,0.179,2.634,2.377
3711,0.295,0.393,0.161,0.136,0.182,0.136,4.003,3.346
3712,0.303,0.337,0.155,0.12,0.143,0.182,4.326,3.417
3715,0.352,0.355,0.142,0.128,0.169,0.163,4.142,3.205
3716,0.348,0.371,0.161,0.115,0.167,0.174,3.924,2.92
3717,0.242,0.303,0.12,0.177,0.111,0.178,4.687,1.877
3719,0.28,0.281,0.152,0.153,0.158,0.144,3.508,3.143
372,0.154,0.139,0.196,0.145,0.192,0.157,3.836,2.671
3720,0.201,0.305,0.112,0.164,0.154,0.152,3.647,2.789
3724,0.228,0.498,0.139,0.201,0.126,0.239,3.442,2.018
3725,0.217,0.355,0.196,0.115,0.163,0.184,4.003,2.73
3726,0.129,0.296,0.152,0.162,0.156,0.169,3.947,2.478
3727,0.206,0.184,0.155,0.146,0.184,0.147,4.412,3.885
3728,0.25,0.377,0.135,0.131,0.141,0.144,4.354,2.495
3729,0.193,0.34,0.131,0.144,0.173,0.162,4.133,2.624
3731,0.217,0.287,0.162,0.119,0.159,0.15,4.139,2.329
3733,0.254,0.29,0.167,0.187,0.144,0.162,2.422,2.919
3734,0.296,0.356,0.174,0.156,0.164,0.181,2.737,2.494
3735,0.261,0.358,0.182,0.093,0.216,0.102,3.308,1.938
3738,0.348,0.223,0.14,0.141,0.179,0.087,4.112,2.661
3743,0.234,0.389,0.137,0.191,0.166,0.167,3.623,1.721
3744,0.3,0.577,0.176,0.03,0.156,0.098,3.402,1.258
3747,0.343,0.327,0.16,0.139,0.159,0.145,4.618,3.204
3748,0.344,0.26,0.149,0.171,0.16,0.17,3.603,3.471
3749,0.276,0.258,0.198,0.155,0.196,0.147,3.737,3.424
375,0.353,0.266,0.156,0.137,0.162,0.154,2.68,3.366
3750,0.274,0.323,0.152,0.152,0.177,0.144,2.599,2.55
3753,0.248,0.387,0.156,0.148,0.155,0.149,3.345,1.968
3756,0.253,0.475,0.146,0.118,0.18,0.129,3.316,2.019
3757,0.304,0.285,0.169,0.166,0.172,0.212,3.735,3.37
3759,0.329,0.31,0.14,0.228,0.159,0.214,3.679,2.914
3763,0.297,0.283,0.177,0.107,0.169,0.18,3.994,2.793
3764,0.246,0.282,0.133,0.129,0.161,0.16,4.669,2.079
3767,0.353,0.365,0.153,0.137,0.156,0.167,4.442,3.231
3768,0.302,0.324,0.158,0.152,0.243,0.182,3.305,3.028
3769,0.306,0.212,0.143,0.178,0.141,0.191,3.795,3.654
377,0.217,0.399,0.129,0.126,0.194,0.158,3.683,3.939
3771,0.195,0.19,0.17,0.15,0.188,0.164,4.214,2.95
3775,0.167,0.182,0.185,0.127,0.209,0.162,3.624,3.77
3776,0.356,0.361,0.147,0.13,0.139,0.242,3.843,2.856
3777,0.272,0.374,0.157,0.172,0.183,0.181,3.386,2.805
3778,0.227,0.424,0.143,0.116,0.218,0.116,3.38,1.88
3779,0.214,0.226,0.151,0.162,0.194,0.187,4.097,1.763
378,0.224,0.39,0.133,0.099,0.149,0.182,3.664,3.536
3780,0.304,0.233,0.143,0.146,0.141,0.172,4.528,3.041
3783,0.189,0.262,0.179,0.108,0.172,0.153,3.704,2.042
3784,0.471,0.262,0.125,0.15,0.174,0.151,4.664,3.723
3785,0.378,0.307,0.131,0.126,0.128,0.155,3.762,2.423
3786,0.351,0.388,0.154,0.126,0.13,0.175,5.087,3.395
3787,0.438,0.383,0.143,0.124,0.182,0.149,4.518,2.834
3788,0.394,0.289,0.12,0.136,0.114,0.177,4.154,3.499
3789,0.394,0.349,0.158,0.13,0.165,0.143,3.758,2.621
3790,0.39,0.389,0.142,0.113,0.175,0.124,4.051,2.444
3791,0.389,0.298,0.126,0.118,0.146,0.214,4.261,3.947
3794,0.267,0.284,0.176,0.166,0.132,0.189,3.193,2.506
3798,0.315,0.342,0.152,0.145,0.139,0.166,3.478,3.164
38,0.456,0.219,0.14,0.164,0.166,0.172,2.799,4.47
3801,0.34,0.304,0.153,0.119,0.137,0.167,4.419,3.14
3802,0.202,0.369,0.171,0.142,0.161,0.174,2.306,2.647
3803,0.37,0.407,0.158,0.103,0.178,0.134,4.469,2.617
3806,0.171,0.179,0.197,0.084,0.177,0.145,2.988,2.193
3807,0.179,0.34,0.147,0.112,0.202,0.152,2.659,2.64
381,0.155,0.184,0.185,0.172,0.171,0.174,2.634,3.64
3810,0.325,0.252,0.137,0.163,0.166,0.218,4.594,4.06
3811,0.311,0.269,0.148,0.138,0.142,0.154,4.077,3.848
3812,0.261,0.142,0.148,0.138,0.136,0.232,2.926,3.316
3814,0.253,0.353,0.163,0.165,0.165,0.152,2.93,3.109
3815,0.304,0.356,0.16,0.141,0.232,0.129,2.705,3.135
3816,0.627,0.323,0.105,0.15,0.156,0.178,5.107,4.311
3817,0.471,0.222,0.134,0.16,0.127,0.18,4.05,4.551
3819,0.316,0.173,0.136,0.161,0.154,0.174,3.713,3.349
382,0.28,0.194,0.17,0.147,0.17,0.151,3.809,2.289
3820,0.363,0.24,0.165,0.155,0.115,0.181,3.924,3.347
3833,0.362,0.247,0.152,0.145,0.156,0.134,4.499,3.535
3834,0.35,0.279,0.136,0.069,0.191,0.137,4.431,2.561
3835,0.317,0.267,0.166,0.106,0.15,0.123,4.612,2.965
3836,0.346,0.226,0.149,0.209,0.156,0.17,4.217,3.515
3837,0.322,0.336,0.139,0.139,0.205,0.16,3.749,2.739
3838,0.246,0.307,0.152,0.182,0.203,0.166,3.639,2.152
3839,0.311,0.285,0.145,0.128,0.173,0.211,4.534,3.456
384,0.24,0.161,0.149,0.137,0.167,0.153,3.276,2.356
3840,0.345,0.265,0.142,0.148,0.148,0.233,4.365,3.783
3841,0.292,0.38,0.132,0.191,0.164,0.149,3.566,2.4
3842,0.266,0.354,0.144,0.158,0.181,0.164,3.673,2.485
3846,0.426,0.359,0.151,0.134,0.167,0.143,3.788,2.944
3847,0.431,0.298,0.173,0.119,0.186,0.118,3.075,2.385
3849,0.202,0.265,0.17,0.168,0.158,0.165,2.822,2.756
385,0.35,0.181,0.146,0.121,0.141,0.166,2.57,3.493
3850,0.298,0.258,0.152,0.145,0.142,0.19,3.991,3.482
3851,0.334,0.33,0.157,0.134,0.17,0.133,4.734,2.672
3852,0.161,0.25,0.185,0.124,0.207,0.175,3.22,2.571
3854,0.312,0.392,0.173,0.161,0.154,0.161,3.345,2.973
386,0.276,0.28,0.185,0.126,0.12,0.143,4.405,3.157
3860,0.31,0.345,0.132,0.183,0.142,0.179,3.729,2.565
3864,0.334,0.386,0.105,0.177,0.151,0.164,3.244,2.19
3865,0.281,0.357,0.185,0.181,0.188,0.133,3.666,1.74
3866,0.268,0.377,0.148,0.182,0.09,0.171,2.195,3.655
3867,0.401,0.314,0.144,0.132,0.133,0.184,4.296,3.145
387,0.245,0.297,0.167,0.131,0.129,0.159,3.939,3.822
3870,0.252,0.372,0.159,0.175,0.157,0.167,3.37,2.353
3871,0.313,0.321,0.145,0.176,0.139,0.14,3.257,3.051
3872,0.209,0.194,0.144,0.184,0.156,0.215,3.475,2.761
3874,0.481,0.321,0.126,0.135,0.162,0.203,4.006,3.225
3876,0.267,0.406,0.153,0.163,0.16,0.154,3.525,1.619
3877,0.3,0.245,0.152,0.151,0.155,0.269,3.852,3.006
3878,0.243,0.273,0.174,0.145,0.125,0.133,3.324,1.956
3879,0.259,0.382,0.129,0.182,0.162,0.156,3.532,2.621
388,0.317,0.203,0.13,0.131,0.128,0.153,4.764,2.747
3880,0.396,0.271,0.12,0.151,0.153,0.186,4.239,3.445
3884,0.137,0.219,0.215,0.093,0.198,0.118,3.109,2.271
389,0.212,0.217,0.182,0.166,0.277,0.187,3.425,4.084
3890,0.267,0.398,0.154,0.129,0.197,0.189,3.957,2.651
3892,0.26,0.239,0.198,0.144,0.221,0.162,3.683,3.127
3893,0.233,0.202,0.189,0.141,0.14,0.17,2.647,3.094
3898,0.323,0.285,0.161,0.141,0.16,0.18,4.453,2.888
3899,0.29,0.39,0.158,0.161,0.216,0.149,3.668,2.417
39,0.207,0.313,0.181,0.08,0.222,0.135,3.434,2.165
3900,0.217,0.458,0.192,0.198,0.205,0.165,3.962,2.234
3901,0.185,0.201,0.14,0.149,0.202,0.177,3.466,3.335
3904,0.317,0.307,0.135,0.133,0.153,0.186,4.191,4.336
3906,0.248,0.376,0.188,0.14,0.184,0.176,3.448,2.328
3907,0.291,0.32,0.152,0.179,0.102,0.183,3.273,2.302
391,0.228,0.288,0.186,0.127,0.227,0.171,3.673,3.84
3910,0.326,0.238,0.142,0.155,0.175,0.218,3.986,3.744
3911,0.313,0.249,0.159,0.168,0.114,0.163,3.894,3.569
3913,0.214,0.248,0.153,0.155,0.166,0.26,3.383,3.561
3914,0.316,0.245,0.14,0.185,0.154,0.228,3.518,3.317
3916,0.185,0.252,0.144,0.119,0.188,0.158,3.408,2.791
3917,0.337,0.301,0.18,0.153,0.146,0.152,3.86,2.926
392,0.36,0.216,0.164,0.148,0.172,0.229,3.775,3.975
3923,0.239,0.326,0.171,0.134,0.137,0.145,3.367,2.504
3926,0.241,0.251,0.125,0.183,0.209,0.147,2.573,1.239
3928,0.293,0.244,0.138,0.101,0.138,0.246,4.114,3.327
3929,0.346,0.278,0.144,0.158,0.152,0.201,4.182,3.147
3930,0.257,0.175,0.176,0.144,0.125,0.137,3.614,2.961
3931,0.352,0.377,0.151,0.162,0.167,0.131,4.48,2.731
3932,0.234,0.419,0.115,0.203,0.186,0.195,4.452,2.331
3934,0.366,0.448,0.143,0.138,0.148,0.148,2.781,2.139
3937,0.249,0.321,0.169,0.156,0.135,0.149,3.101,2.902
3942,0.391,0.265,0.13,0.148,0.135,0.18,3.871,3.811
3944,0.23,0.263,0.131,0.144,0.16,0.194,4.26,3.867
3947,0.427,0.29,0.158,0.149,0.224,0.148,2.999,3.912
3948,0.37,0.228,0.144,0.177,0.172,0.19,3.599,3.86
3949,0.256,0.206,0.157,0.087,0.169,0.188,3.28,3.151
395,0.189,0.13,0.179,0.127,0.162,0.164,2.079,3.326
3951,0.34,0.332,0.171,0.171,0.152,0.179,3.632,3.065
3952,0.249,0.21,0.166,0.08,0.175,0.097,2.285,2.39
3954,0.236,0.222,0.128,0.132,0.167,0.185,4.566,2.534
3955,0.235,0.259,0.15,0.16,0.146,0.162,2.122,2.365
3956,0.282,0.266,0.15,0.134,0.152,0.177,3.63,2.495
3958,0.237,0.283,0.16,0.114,0.19,0.217,3.871,3.6
3960,0.189,0.258,0.172,0.127,0.174,0.237,3.424,4.111
3962,0.336,0.271,0.139,0.134,0.167,0.184,3.654,2.659
3963,0.244,0.368,0.169,0.138,0.178,0.14,4.048,2.816
3964,0.277,0.276,0.217,0.106,0.226,0.088,4.137,1.876
3965,0.293,0.358,0.165,0.101,0.164,0.185,4.527,2.881
3966,0.383,0.213,0.147,0.136,0.183,0.228,3.556,3.67
3967,0.394,0.231,0.146,0.133,0.114,0.172,3.121,3.206
3968,0.365,0.317,0.113,0.196,0.224,0.2,2.752,3.268
3969,0.179,0.204,0.17,0.192,0.146,0.168,2.689,1.171
3971,0.294,0.267,0.142,0.117,0.177,0.202,3.6,2.939
3975,0.208,0.217,0.123,0.152,0.123,0.216,3.584,3.287
3977,0.407,0.297,0.105,0.186,0.101,0.22,2.016,4.121
3978,0.139,0.197,0.185,0.151,0.134,0.126,2.466,2.014
3979,0.156,0.273,0.169,0.092,0.164,0.147,4.24,3.401
398,0.367,0.371,0.102,0.138,0.19,0.172,3.961,3.579
3980,0.208,0.19,0.152,0.14,0.195,0.194,4.321,4.023
3984,0.366,0.342,0.18,0.159,0.111,0.175,3.299,2.654
3985,0.289,0.322,0.167,0.112,0.151,0.219,5.192,2.349
3986,0.341,0.301,0.168,0.137,0.164,0.19,3.783,4.054
3987,0.44,0.343,0.131,0.155,0.224,0.159,3.073,1.964
3988,0.444,0.261,0.144,0.14,0.131,0.178,3.803,4.266
3989,0.269,0.169,0.09,0.207,0.094,0.18,2.871,4.897
399,0.246,0.351,0.172,0.101,0.202,0.155,3.702,2.701
3991,0.342,0.395,0.137,0.146,0.146,0.145,3.553,2.126
3992,0.278,0.495,0.126,0.146,0.157,0.163,3.525,1.97
3997,0.2,0.208,0.171,0.169,0.224,0.186,4.39,2.726
3998,0.274,0.38,0.144,0.128,0.186,0.123,3.081,2.613
3999,0.242,0.263,0.193,0.143,0.179,0.142,3.372,3.701
4000,0.331,0.195,0.18,0.127,0.209,0.152,2.801,3.779
4002,0.28,0.339,0.168,0.124,0.138,0.2,4.367,3.37
4004,0.346,0.305,0.145,0.118,0.119,0.209,3.266,4.286
4006,0.306,0.437,0.161,0.142,0.185,0.121,3.932,3.052
4007,0.387,0.289,0.144,0.242,0.126,0.209,2.474,3.465
4008,0.331,0.377,0.131,0.152,0.12,0.153,2.008,3.423
4009,0.261,0.381,0.146,0.166,0.153,0.144,1.982,2.523
401,0.342,0.333,0.108,0.176,0.123,0.188,2.945,3.089
4011,0.406,0.366,0.173,0.112,0.239,0.081,4.378,1.75
4012,0.216,0.298,0.154,0.133,0.182,0.169,4.024,2.96
4014,0.4,0.332,0.194,0.112,0.176,0.143,3.83,1.432
4015,0.363,0.313,0.176,0.151,0.201,0.169,4.279,3.368
4016,0.322,0.283,0.163,0.157,0.169,0.143,4.888,3.084
4017,0.527,0.279,0.081,0.188,0.116,0.192,4.823,3.471
4018,0.284,0.34,0.155,0.191,0.147,0.208,2.655,2.364
4019,0.228,0.328,0.151,0.183,0.153,0.205,3.415,2.908
4021,0.186,0.272,0.178,0.152,0.192,0.164,2.674,2.831
4022,0.364,0.18,0.174,0.169,0.18,0.147,3.524,3.874
4023,0.279,0.356,0.16,0.173,0.127,0.15,3.159,2.535
4024,0.2,0.326,0.171,0.137,0.196,0.164,3.911,2.857
4025,0.356,0.33,0.194,0.17,0.191,0.157,3.63,2.705
4026,0.288,0.184,0.141,0.231,0.126,0.191,2.94,3.752
4028,0.191,0.163,0.126,0.176,0.166,0.218,3.253,3.139
4029,0.436,0.311,0.149,0.15,0.189,0.2,3.936,3.019
403,0.304,0.402,0.126,0.172,0.123,0.159,2.91,3.006
4030,0.343,0.325,0.164,0.202,0.256,0.173,3.243,1.274
4032,0.354,0.265,0.14,0.141,0.123,0.176,4.331,3.473
4034,0.237,0.278,0.179,0.132,0.273,0.178,4.322,3.164
4035,0.346,0.232,0.133,0.162,0.16,0.166,3.961,4.163
4037,0.289,0.376,0.131,0.168,0.182,0.155,2.527,3.419
4041,0.299,0.196,0.128,0.177,0.123,0.196,4.728,2.192
4042,0.281,0.4,0.146,0.136,0.182,0.201,4.029,1.809
4043,0.307,0.347,0.156,0.127,0.167,0.158,4.196,2.483
4045,0.304,0.418,0.155,0.137,0.151,0.141,3.538,2.463
4046,0.279,0.47,0.142,0.116,0.155,0.185,2.964,2.477
4049,0.328,0.26,0.132,0.129,0.151,0.174,4.174,3.42
4050,0.344,0.201,0.099,0.17,0.11,0.19,3.537,4.005
4052,0.337,0.266,0.135,0.134,0.128,0.185,3.492,2.809
4053,0.296,0.357,0.176,0.127,0.166,0.176,4.813,3.728
4054,0.244,0.28,0.254,0.139,0.172,0.147,4.848,3.118
4056,0.255,0.286,0.181,0.131,0.19,0.153,4.166,3.409
4057,0.372,0.328,0.156,0.146,0.14,0.164,3.643,2.704
4058,0.523,0.267,0.079,0.181,0.086,0.199,3.258,3.165
4060,0.272,0.255,0.143,0.132,0.176,0.179,3.858,3.112
4063,0.519,0.239,0.18,0.157,0.126,0.154,3.586,3.883
4064,0.44,0.272,0.053,0.181,0.063,0.249,3.891,3.765
4066,0.27,0.383,0.148,0.188,0.158,0.156,3.351,1.617
4067,0.368,0.367,0.179,0.167,0.144,0.184,3.027,2.655
4068,0.191,0.219,0.137,0.122,0.156,0.18,3.529,3.13
4072,0.227,0.265,0.161,0.107,0.17,0.117,3.379,1.744
4075,0.281,0.224,0.129,0.147,0.131,0.22,3.783,3.473
4076,0.16,0.305,0.154,0.182,0.187,0.157,2.923,1.557
4077,0.364,0.327,0.156,0.112,0.137,0.209,3.981,3.574
4078,0.199,0.443,0.152,0.208,0.157,0.184,3.496,1.764
4079,0.253,0.169,0.156,0.149,0.198,0.171,3.652,3.308
4080,0.323,0.316,0.098,0.116,0.153,0.207,3.194,3.882
4081,0.327,0.211,0.085,0.139,0.173,0.223,4.057,4.44
4082,0.414,0.251,0.139,0.169,0.128,0.186,3.563,3.302
4083,0.301,0.399,0.088,0.168,0.087,0.163,1.722,3.143
4084,0.325,0.391,0.162,0.165,0.128,0.136,3.018,2.547
4085,0.226,0.264,0.154,0.128,0.182,0.198,2.069,2.715
4086,0.372,0.232,0.189,0.138,0.172,0.15,3.89,3.247
4087,0.207,0.176,0.211,0.167,0.221,0.188,4.195,3.366
4088,0.29,0.234,0.124,0.112,0.145,0.204,4.683,3.131
4089,0.359,0.275,0.153,0.124,0.126,0.196,4.369,3.94
4091,0.335,0.354,0.155,0.139,0.141,0.16,3.664,2.582
4092,0.333,0.344,0.17,0.076,0.185,0.096,3.917,1.5
4093,0.353,0.243,0.132,0.167,0.16,0.179,3.991,2.681
4094,0.303,0.355,0.152,0.164,0.101,0.172,2.109,3.734
4095,0.265,0.438,0.14,0.233,0.174,0.213,3.174,1.737
4096,0.239,0.374,0.122,0.199,0.144,0.206,2.796,1.614
4097,0.412,0.188,0.155,0.185,0.159,0.164,2.573,4.174
4098,0.411,0.183,0.131,0.212,0.118,0.163,2.553,3.505
410,0.423,0.3,0.163,0.149,0.124,0.152,3.156,3.068
4102,0.196,0.376,0.156,0.175,0.173,0.183,3.293,1.778
4103,0.198,0.364,0.127,0.159,0.158,0.16,3.59,2.119
4105,0.307,0.275,0.144,0.144,0.14,0.222,3.84,3.934
4106,0.197,0.281,0.129,0.149,0.133,0.166,3.497,1.743
4107,0.36,0.291,0.134,0.149,0.141,0.253,4.316,3.915
4108,0.332,0.515,0.142,0.212,0.139,0.22,3.559,3.992
4109,0.347,0.251,0.159,0.138,0.159,0.186,3.05,3.79
4110,0.273,0.323,0.141,0.127,0.124,0.219,3.28,4.009
4111,0.383,0.264,0.113,0.18,0.072,0.163,1.448,3.482
4113,0.305,0.222,0.174,0.158,0.153,0.183,4.225,3.77
4114,0.276,0.253,0.123,0.162,0.132,0.219,4.016,4.498
4115,0.259,0.246,0.124,0.166,0.157,0.231,3.923,4.684
4116,0.306,0.269,0.164,0.134,0.155,0.203,3.832,3.792
4117,0.34,0.238,0.149,0.16,0.141,0.191,3.741,4.441
4118,0.441,0.227,0.107,0.201,0.128,0.193,2.934,3.674
4119,0.297,0.185,0.151,0.172,0.124,0.176,4.191,3.343
412,0.421,0.229,0.079,0.15,0.129,0.205,3.654,4.019
4120,0.263,0.209,0.178,0.117,0.164,0.2,4.107,3.362
4121,0.289,0.155,0.145,0.177,0.175,0.201,4.031,3.835
4123,0.348,0.284,0.146,0.146,0.147,0.229,4.129,4.323
4124,0.336,0.259,0.151,0.242,0.149,0.228,3.339,3.893
4125,0.307,0.229,0.161,0.164,0.158,0.179,4.422,3.53
4126,0.292,0.312,0.177,0.126,0.234,0.134,3.26,2.095
4127,0.346,0.144,0.149,0.234,0.168,0.162,2.918,2.909
4129,0.213,0.266,0.154,0.148,0.164,0.161,3.213,2.725
4130,0.34,0.29,0.138,0.205,0.145,0.15,3.333,2.524
4132,0.38,0.361,0.158,0.108,0.153,0.205,3.937,2.653
4134,0.253,0.26,0.188,0.119,0.192,0.176,3.37,3.595
4135,0.287,0.344,0.165,0.116,0.181,0.157,3.762,3.383
4136,0.391,0.373,0.154,0.168,0.155,0.126,2.43,3.03
4137,0.334,0.385,0.154,0.178,0.213,0.142,2.54,3.083
4138,0.285,0.367,0.153,0.133,0.167,0.146,2.252,2.439
4139,0.27,0.406,0.146,0.193,0.141,0.23,3.369,2.582
4140,0.255,0.414,0.144,0.206,0.109,0.208,3.184,2.549
4141,0.344,0.175,0.121,0.184,0.141,0.209,3.408,3.808
4142,0.193,0.19,0.14,0.139,0.206,0.185,3.815,3.372
4143,0.159,0.186,0.15,0.146,0.194,0.17,3.411,3.596
4144,0.338,0.314,0.153,0.179,0.235,0.15,3.691,2.529
4145,0.284,0.452,0.144,0.121,0.177,0.159,3.469,2.208
4146,0.207,0.35,0.141,0.179,0.139,0.168,2.911,1.78
4147,0.269,0.189,0.148,0.165,0.128,0.17,3.653,3.424
4148,0.136,0.177,0.156,0.156,0.186,0.202,2.866,3.452
4149,0.255,0.39,0.167,0.18,0.158,0.202,3.629,1.719
4150,0.249,0.295,0.152,0.127,0.162,0.173,3.705,3.68
4151,0.22,0.204,0.156,0.153,0.16,0.175,4.528,3.92
4152,0.23,0.266,0.156,0.156,0.217,0.125,3.756,1.971
4153,0.165,0.184,0.147,0.168,0.088,0.179,2.862,2.829
4155,0.293,0.387,0.14,0.155,0.172,0.132,2.583,1.505
4156,0.382,0.221,0.127,0.167,0.111,0.246,3.387,3.659
4157,0.289,0.42,0.147,0.191,0.13,0.174,3.409,1.434
4158,0.325,0.295,0.169,0.148,0.175,0.158,4.994,2.885
416,0.382,0.287,0.147,0.17,0.126,0.168,2.676,3.236
4160,0.229,0.357,0.151,0.183,0.152,0.204,3.351,2.038
4161,0.192,0.291,0.191,0.192,0.164,0.189,3.867,2.563
4162,0.362,0.377,0.167,0.124,0.23,0.133,3.436,2.979
4163,0.314,0.208,0.115,0.231,0.105,0.228,3.054,4.365
4165,0.307,0.274,0.13,0.222,0.122,0.21,2.849,2.448
4166,0.301,0.213,0.127,0.085,0.16,0.081,4.15,2.334
4167,0.209,0.298,0.132,0.185,0.209,0.2,3.855,2.188
4169,0.371,0.19,0.12,0.143,0.132,0.173,4.046,3.357
417,0.363,0.292,0.128,0.138,0.117,0.175,1.974,3.87
4170,0.275,0.201,0.125,0.176,0.11,0.183,3.423,3.284
4171,0.254,0.286,0.202,0.164,0.174,0.16,3.853,2.984
4172,0.347,0.236,0.158,0.063,0.148,0.134,3.804,2.131
4173,0.318,0.173,0.14,0.215,0.14,0.236,4.333,4.046
4176,0.327,0.304,0.192,0.16,0.134,0.142,4.163,3.448
4177,0.234,0.305,0.183,0.148,0.21,0.157,3.709,3.326
4178,0.32,0.275,0.156,0.126,0.179,0.118,4.066,3.108
4180,0.338,0.361,0.123,0.182,0.143,0.261,3.893,3.289
4183,0.392,0.279,0.155,0.174,0.14,0.205,3.571,4.272
4184,0.241,0.342,0.148,0.211,0.14,0.218,2.655,2.427
4186,0.253,0.304,0.129,0.14,0.157,0.156,4.97,3.702
4188,0.219,0.369,0.171,0.15,0.161,0.141,4.764,3.554
4189,0.393,0.216,0.148,0.179,0.16,0.198,4.331,4.414
4191,0.231,0.323,0.156,0.127,0.134,0.177,3.195,3.96
4192,0.232,0.424,0.135,0.188,0.152,0.152,3.302,2.359
4193,0.146,0.185,0.197,0.15,0.228,0.144,3.256,2.607
4194,0.341,0.165,0.086,0.131,0.153,0.192,4.272,3.653
4195,0.393,0.291,0.117,0.122,0.191,0.184,4.273,4.576
4197,0.254,0.349,0.147,0.186,0.173,0.188,3.95,2.75
4199,0.277,0.326,0.177,0.113,0.198,0.124,3.711,2.421
420,0.315,0.191,0.106,0.159,0.081,0.186,2.086,4.01
4200,0.257,0.302,0.132,0.164,0.12,0.188,2.481,3.097
4201,0.356,0.254,0.151,0.13,0.201,0.166,4.17,3.676
4202,0.255,0.279,0.171,0.142,0.131,0.176,3.348,1.927
4206,0.306,0.235,0.15,0.125,0.147,0.116,4.06,1.798
4207,0.309,0.488,0.169,0.124,0.192,0.131,3.775,1.856
4208,0.327,0.415,0.158,0.115,0.194,0.138,3.755,1.606
4209,0.306,0.167,0.164,0.159,0.178,0.182,3.842,3.755
421,0.321,0.224,0.125,0.172,0.171,0.151,2.471,3.875
4210,0.398,0.267,0.149,0.12,0.126,0.249,4.453,3.581
4211,0.327,0.316,0.154,0.101,0.175,0.111,4.288,2.596
4212,0.317,0.341,0.164,0.107,0.169,0.268,3.958,3.946
4216,0.166,0.206,0.146,0.166,0.171,0.168,3.347,3.726
4218,0.245,0.189,0.134,0.164,0.145,0.153,3.839,3.339
4219,0.272,0.459,0.157,0.162,0.149,0.205,3.322,1.433
4220,0.298,0.247,0.16,0.146,0.174,0.19,4.598,3.762
4221,0.313,0.264,0.143,0.147,0.159,0.209,3.846,3.814
4222,0.259,0.36,0.178,0.103,0.208,0.183,3.863,3.239
4223,0.261,0.37,0.158,0.085,0.167,0.166,2.784,2.751
4224,0.279,0.292,0.152,0.103,0.144,0.157,4.574,3.147
4225,0.303,0.205,0.312,0.107,0.2,0.158,1.772,3.434
4227,0.25,0.377,0.151,0.121,0.187,0.148,4.593,2.328
4228,0.273,0.31,0.171,0.135,0.197,0.125,4.786,2.868
4229,0.375,0.261,0.168,0.15,0.149,0.163,4.114,2.811
4230,0.241,0.323,0.133,0.168,0.191,0.144,3.604,2.142
4231,0.353,0.336,0.159,0.144,0.22,0.163,4.397,3.138
